ID,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,TOTAL				
 117,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,12				
 118,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,9				
 119,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,13				
 120,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,8				
 121,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,8				
 122,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,11				
 123,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,10				
 124,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,7				
 125,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,10				
 126,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,14				
 127,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,11				
 128,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3				
 129,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,5				
 130,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,12				
 131,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,6				
 132,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,5				
 133,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,11				
 134,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,8				
 135,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,10				
 136,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,12				
 137,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4				
 138,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,5				
 139,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,11				
 140,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,10				
 141,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,13				
 142,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,12				
 143,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,10				
 144,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,7				
 145,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,13				
 146,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,12				
 147,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,11				
 148,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,4				
 149,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,11				
 150,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,11				
 151,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,8				
 152,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,10				
 153,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,8				
 154,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,9				
 155,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4				
 156,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,13				
 157,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14				
 158,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,6				
 159,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5				
 160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15				
 161,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,8				
 162,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,8				
 163,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,5				
 164,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,7				
 165,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,12				
 166,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14				
 167,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,6				
 168,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14				
 169,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14				
 170,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,7				
 171,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,12				
 172,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,9				
 173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1				
 174,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,10				
 175,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,7				
 176,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4				
 177,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4				
 178,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,10				
 179,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,8				
 180,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,5				
 181,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,10				
 182,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,12				
 183,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,8				
 184,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,12				
 185,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,11				
 186,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,5				
 187,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,12				
 188,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,7				
 189,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,10				
 190,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,12				
 191,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14				
 192,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,10				
 193,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,12				
 194,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,6				
 195,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,9				
 196,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14				
 197,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,5				
 198,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,8				
 199,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,11				
 200,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,11				
 201,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,5				
 202,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,7				
 203,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,9				
 204,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14				
 205,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,13				
 206,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,8				
 207,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,9				
 208,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,12				
 209,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,14				
 210,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,8				
 211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0				
 212,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,12				
 213,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,11				
 214,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,10				
 215,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,10				
 216,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,9				
 217,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,10				
 218,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,11				
 219,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,11				
 220,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,8				
 221,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,8				
 222,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,12				
 223,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,10				
 224,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,9				
 225,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,9				
 226,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,10				
 227,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,9				
 228,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,13				
 229,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,13				
 230,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,8				
 231,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4				
 232,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,13				
 233,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,7				
 234,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,10				
 235,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,6				
 236,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,7				
 237,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,6				
 238,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,8				
 239,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,12				
 240,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,5				
 241,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,8				
 242,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,10				
 243,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,11				
 244,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,5				
 245,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4				
 246,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,8				
 247,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,6				
 248,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3				
 249,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,9				
 250,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,10				
 251,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,5				
 252,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,10				
 253,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,7				
 254,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,8				
 255,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,11				
 256,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,13				
 257,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,7				
 258,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,6				
 259,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,7				
 260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15				
 261,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,12				
 262,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,9				
 263,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,8				
 264,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,12				
 265,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,5				
 266,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,11				
 267,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,10				
 268,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,6				
 269,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,7				
 270,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,7				
 271,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,6				
 272,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,9				
 273,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,9				
 274,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,7				
 275,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,9				
 276,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,5				
 277,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,8				
 278,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,14				
 279,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,9				
 280,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5				
 281,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,7				
 282,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4				
 283,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2				
 284,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,6				
 285,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,9				
 286,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,6				
 287,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,9				
 288,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,8				
 289,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,12				
 290,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,7				
 291,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,6				
 292,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,10				
 293,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,10				
 294,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,11				
 295,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,11				
 296,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,11				
 297,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,13				
 298,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3				
 299,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,11				
 300,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,8				
 301,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,9				
 302,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,8				
 303,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,4				
 304,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,6				
 305,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,9				
 306,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,8				
 307,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,5				
 308,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,12				
 309,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,10				
 310,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,11				
 311,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,11				
 312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1				
 313,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,11				
 314,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,6				
 315,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,7				
 316,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,5				
 317,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,11				
 318,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,7				
 319,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,11				
 320,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,7				
 321,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,6				
 322,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4				
 323,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,11				
 324,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,9				
 325,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,11				
 326,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,6				
 327,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,11				
 328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1				
 329,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,13				
 330,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,11				
 331,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,13				
 332,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,6				
 333,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,5				
 334,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,11				
 335,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,11				
 336,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,7				
 337,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,11				
 338,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,13				
 339,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,6				
 340,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4				
 341,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,6				
 342,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,7				
 343,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,9				
 344,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,8				
 345,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,5				
 346,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,6				
 347,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,10				
 348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1				
 349,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,12				
 350,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4				
 351,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,7				
 352,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,10				
 353,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,10				
 354,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,5				
 355,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,8				
 356,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,13				
 357,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,12				
 358,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,9				
 359,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,6				
 360,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,7				
 361,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,9				
 362,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,8				
 363,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,10				
 364,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,12				
 365,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,6				
 366,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,12				
 367,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,9				
 368,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,11				
 369,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,11				
 370,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,12				
 371,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,6				
 372,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,12				
 373,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,9				
 374,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,13				
 375,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,6				
 376,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,6				
 377,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,6				
 378,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,11				
 379,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,12				
 380,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14				
 381,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,9				
 382,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,11				
 383,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,11				
 384,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,9				
 385,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,11				
